0,a,b,c
315700,3.4792,3.4744,3.4848
315800,3.4792,3.4743,3.4847
315900,3.4792,3.4745,3.4848
316000,3.4792,3.4746,3.4848
316100,3.4792,3.4746,3.4848
316200,3.4792,3.4745,3.4848
316300,3.4793,3.4744,3.4849
316400,3.4793,3.4745,3.4848
316500,3.4793,3.4745,3.4849
316600,3.4793,3.4744,3.485
316700,3.4793,3.4744,3.485
316800,3.4793,3.4744,3.4848
316900,3.4793,3.4743,3.4848
317000,3.4793,3.4744,3.4847
317100,3.4793,3.4744,3.4846
317200,3.4793,3.4743,3.4847
317300,3.4793,3.4743,3.4847
317400,3.4793,3.4743,3.4847
317500,3.4793,3.4743,3.4846
317600,3.4793,3.4743,3.4847
317700,3.4793,3.4743,3.4847
317800,3.4793,3.4742,3.4845
317900,3.4793,3.4742,3.4846
318000,3.4793,3.4742,3.4846
318100,3.4793,3.4743,3.4846
318200,3.4793,3.4743,3.4848
318300,3.4793,3.4743,3.4849
318400,3.4793,3.4743,3.4848
318500,3.4793,3.4742,3.4848
318600,3.4793,3.4743,3.4849
318700,3.4793,3.4743,3.485
318800,3.4793,3.4744,3.4849
318900,3.4793,3.4743,3.4848
319000,3.4793,3.4744,3.4848
319100,3.4793,3.4743,3.4847
319200,3.4793,3.4743,3.4848
319300,3.4793,3.4743,3.4849
319400,3.4793,3.4742,3.4847
319500,3.4793,3.4743,3.4847
319600,3.4793,3.4743,3.4848
319700,3.4793,3.4743,3.4847
319800,3.4793,3.4742,3.4846
319900,3.4793,3.4743,3.4846
320000,3.4793,3.4743,3.4847
320100,3.4793,3.4743,3.4845
320200,3.4793,3.4744,3.4845
320300,3.4793,3.4743,3.4846
320400,3.4793,3.4743,3.4845
320500,3.4794,3.4743,3.4845
320600,3.4794,3.4745,3.4845
320700,3.4794,3.4745,3.4846
320800,3.4794,3.4744,3.4847
320900,3.4794,3.4744,3.4846
321000,3.4794,3.4745,3.4847
321100,3.4794,3.4743,3.4847
321200,3.4794,3.4742,3.4847
321300,3.4794,3.4741,3.4847
321400,3.4794,3.4742,3.4846
321500,3.4794,3.4743,3.4846
321600,3.4793,3.4741,3.4846
321700,3.4794,3.4742,3.4847
321800,3.4794,3.4743,3.4846
321900,3.4794,3.4744,3.4846
322000,3.4794,3.4744,3.4847
322100,3.4794,3.4744,3.4846
322200,3.4794,3.4744,3.4846
322300,3.4794,3.4744,3.4845
322400,3.4794,3.4743,3.4845
322500,3.4794,3.4742,3.4846
322600,3.4794,3.4741,3.4845
322700,3.4794,3.4742,3.4846
322800,3.4794,3.4744,3.4846
322900,3.4794,3.4745,3.4847
323000,3.4794,3.4744,3.4846
323100,3.4794,3.4745,3.4846
323200,3.4794,3.4744,3.4845
323300,3.4794,3.4743,3.4846
323400,3.4794,3.4743,3.4846
323500,3.4794,3.4741,3.4845
323600,3.4794,3.4741,3.4845
323700,3.4794,3.474,3.4845
323800,3.4794,3.474,3.4845
323900,3.4794,3.4741,3.4845
324000,3.4794,3.4741,3.4844
324100,3.4794,3.4742,3.4845
324200,3.4794,3.4743,3.4846
324300,3.4794,3.4743,3.4847
324400,3.4794,3.4743,3.4848
324500,3.4794,3.4743,3.4848
324600,3.4794,3.4742,3.4849
324700,3.4794,3.4741,3.4849
324800,3.4794,3.4741,3.4847
324900,3.4794,3.4742,3.4847
325000,3.4794,3.4743,3.4847
325100,3.4794,3.4742,3.4846
325200,3.4794,3.4743,3.4846
325300,3.4794,3.4743,3.4844
325400,3.4794,3.4743,3.4845
325500,3.4794,3.4743,3.4845
325600,3.4794,3.4743,3.4844
325700,3.4794,3.4743,3.4844
325800,3.4794,3.4743,3.4845
325900,3.4794,3.4744,3.4845
326000,3.4794,3.4744,3.4846
326100,3.4794,3.4745,3.4846
326200,3.4794,3.4745,3.4847
326300,3.4794,3.4746,3.4847
326400,3.4794,3.4746,3.4847
326500,3.4794,3.4746,3.4847
326600,3.4794,3.4745,3.4846
326700,3.4794,3.4745,3.4848
326800,3.4794,3.4746,3.4848
326900,3.4794,3.4746,3.4847
327000,3.4794,3.4747,3.4847
327100,3.4794,3.4746,3.4847
327200,3.4794,3.4746,3.4846
327300,3.4794,3.4747,3.4847
327400,3.4794,3.4747,3.4847
327500,3.4794,3.4747,3.4847
327600,3.4794,3.4746,3.4848
327700,3.4794,3.4747,3.4848
327800,3.4794,3.4748,3.4849
327900,3.4794,3.4747,3.4849
328000,3.4794,3.4747,3.4848
328100,3.4794,3.4748,3.4846
328200,3.4794,3.4748,3.4844
328300,3.4794,3.4748,3.4845
328400,3.4794,3.4748,3.4844
328500,3.4794,3.4748,3.4844
328600,3.4794,3.4749,3.4845
328700,3.4794,3.4749,3.4844
328800,3.4794,3.475,3.4843
328900,3.4794,3.475,3.4844
329000,3.4794,3.475,3.4845
329100,3.4794,3.4749,3.4844
329200,3.4794,3.4749,3.4842
329300,3.4794,3.475,3.4843
329400,3.4794,3.4751,3.4844
329500,3.4794,3.475,3.4845
329600,3.4794,3.4749,3.4845
329700,3.4794,3.4748,3.4845
329800,3.4794,3.4748,3.4844
329900,3.4794,3.4748,3.4845
330000,3.4794,3.4748,3.4845
330100,3.4794,3.4747,3.4846
330200,3.4794,3.4747,3.4847
330300,3.4794,3.4747,3.4847
330400,3.4794,3.4747,3.4848
330500,3.4794,3.4748,3.4849
330600,3.4794,3.4747,3.4849
330700,3.4794,3.4748,3.4849
330800,3.4794,3.4749,3.4849
330900,3.4794,3.4749,3.4849
331000,3.4794,3.475,3.4848
331100,3.4794,3.4749,3.4847
331200,3.4794,3.4749,3.4848
331300,3.4794,3.4748,3.4848
331400,3.4794,3.4749,3.4847
331500,3.4794,3.475,3.4847
331600,3.4794,3.475,3.4847
331700,3.4794,3.4749,3.4847
331800,3.4794,3.4748,3.4847
331900,3.4794,3.4749,3.4846
332000,3.4794,3.4747,3.4848
332100,3.4794,3.4747,3.4848
332200,3.4794,3.4746,3.4848
332300,3.4794,3.4747,3.4849
332400,3.4794,3.4746,3.4846
332500,3.4794,3.4746,3.4846
332600,3.4794,3.4746,3.4846
332700,3.4794,3.4747,3.4847
332800,3.4794,3.4748,3.4847
332900,3.4794,3.475,3.4847
333000,3.4794,3.475,3.4847
333100,3.4794,3.4749,3.4846
333200,3.4794,3.4749,3.4845
333300,3.4794,3.475,3.4844
333400,3.4795,3.475,3.4845
333500,3.4795,3.475,3.4847
333600,3.4795,3.4749,3.4846
333700,3.4795,3.475,3.4846
333800,3.4795,3.4751,3.4847
333900,3.4795,3.4751,3.4846
334000,3.4795,3.475,3.4846
334100,3.4795,3.475,3.4847
334200,3.4795,3.4751,3.4846
334300,3.4795,3.475,3.4845
334400,3.4795,3.475,3.4846
334500,3.4795,3.475,3.4845
334600,3.4795,3.475,3.4847
334700,3.4795,3.4751,3.4847
334800,3.4795,3.4751,3.4846
334900,3.4795,3.4751,3.4846
335000,3.4795,3.4751,3.4847
335100,3.4795,3.4752,3.4847
335200,3.4795,3.4751,3.4847
335300,3.4795,3.475,3.4846
335400,3.4795,3.4751,3.4846
335500,3.4795,3.4752,3.4847
335600,3.4795,3.4751,3.4848
335700,3.4795,3.475,3.4848
335800,3.4795,3.475,3.4846
335900,3.4795,3.4749,3.4847
336000,3.4795,3.4749,3.4846
336100,3.4795,3.475,3.4847
336200,3.4795,3.4749,3.4847
336300,3.4795,3.4749,3.4848
336400,3.4795,3.4749,3.4849
336500,3.4795,3.4748,3.4849
336600,3.4795,3.475,3.4849
336700,3.4795,3.475,3.4848
336800,3.4795,3.475,3.4848
336900,3.4795,3.475,3.4847
337000,3.4795,3.4748,3.4846
337100,3.4795,3.4748,3.4848
337200,3.4795,3.4748,3.4847
337300,3.4795,3.4749,3.4847
337400,3.4795,3.4748,3.4846
337500,3.4795,3.4747,3.4848
337600,3.4795,3.4747,3.4847
337700,3.4795,3.4747,3.4849
337800,3.4795,3.4746,3.4849
337900,3.4795,3.4746,3.4849
338000,3.4795,3.4746,3.4849
338100,3.4795,3.4745,3.4849
338200,3.4795,3.4745,3.485
338300,3.4795,3.4745,3.485
338400,3.4795,3.4745,3.4851
338500,3.4795,3.4745,3.4851
338600,3.4795,3.4745,3.4851
338700,3.4795,3.4745,3.4851
338800,3.4795,3.4746,3.4852
338900,3.4795,3.4746,3.4851
339000,3.4795,3.4746,3.4851
339100,3.4795,3.4746,3.485
339200,3.4795,3.4745,3.485
339300,3.4795,3.4746,3.485
339400,3.4795,3.4746,3.485
339500,3.4795,3.4745,3.4849
339600,3.4795,3.4745,3.4849
339700,3.4795,3.4744,3.4848
339800,3.4795,3.4744,3.4848
339900,3.4795,3.4745,3.4847
340000,3.4795,3.4745,3.4847
340100,3.4795,3.4744,3.4847
340200,3.4795,3.4745,3.4847
340300,3.4795,3.4745,3.4846
340400,3.4795,3.4745,3.4846
340500,3.4795,3.4746,3.4848
340600,3.4795,3.4745,3.4848
340700,3.4795,3.4745,3.4848
340800,3.4795,3.4746,3.4847
340900,3.4795,3.4746,3.4846
341000,3.4795,3.4746,3.4846
341100,3.4795,3.4746,3.4847
341200,3.4795,3.4746,3.4845
341300,3.4795,3.4746,3.4845
341400,3.4795,3.4746,3.4844
341500,3.4796,3.4745,3.4844
341600,3.4796,3.4746,3.4844
341700,3.4796,3.4748,3.4845
341800,3.4796,3.4748,3.4845
341900,3.4796,3.4748,3.4844
342000,3.4796,3.4749,3.4844
342100,3.4796,3.4748,3.4845
342200,3.4796,3.4748,3.4844
342300,3.4796,3.4749,3.4844
342400,3.4796,3.475,3.4843
342500,3.4796,3.4748,3.4844
342600,3.4796,3.4749,3.4844
342700,3.4796,3.475,3.4844
342800,3.4796,3.475,3.4843
342900,3.4796,3.4751,3.4843
343000,3.4796,3.475,3.4844
343100,3.4796,3.475,3.4844
343200,3.4796,3.475,3.4845
343300,3.4796,3.475,3.4845
343400,3.4796,3.4751,3.4844
343500,3.4796,3.4751,3.4844
343600,3.4796,3.4751,3.4844
343700,3.4796,3.4751,3.4845
343800,3.4796,3.4751,3.4845
343900,3.4796,3.4752,3.4846
344000,3.4797,3.4752,3.4846
344100,3.4797,3.4752,3.4845
344200,3.4797,3.4751,3.4845
344300,3.4797,3.4752,3.4844
344400,3.4797,3.4751,3.4845
344500,3.4797,3.4751,3.4846
344600,3.4797,3.4751,3.4846
344700,3.4797,3.4751,3.4848
344800,3.4797,3.475,3.4849
344900,3.4797,3.475,3.4849
345000,3.4797,3.475,3.485
345100,3.4797,3.475,3.4849
345200,3.4797,3.475,3.4848
345300,3.4797,3.475,3.4849
345400,3.4797,3.475,3.485
345500,3.4797,3.475,3.4849
345600,3.4797,3.4749,3.4849
345700,3.4797,3.4749,3.4849
345800,3.4797,3.4749,3.4848
345900,3.4797,3.4749,3.4848
346000,3.4797,3.4749,3.4848
346100,3.4797,3.475,3.4848
346200,3.4797,3.475,3.4848
346300,3.4797,3.475,3.4848
346400,3.4797,3.475,3.4848
346500,3.4797,3.475,3.4849
346600,3.4797,3.4749,3.485
346700,3.4797,3.4749,3.485
346800,3.4797,3.4749,3.4848
346900,3.4797,3.4749,3.4848
347000,3.4797,3.4749,3.4849
347100,3.4797,3.475,3.4849
347200,3.4797,3.475,3.4848
347300,3.4797,3.4749,3.485
347400,3.4797,3.4749,3.4849
347500,3.4797,3.4749,3.4849
347600,3.4797,3.4749,3.4849
347700,3.4797,3.4749,3.4848
347800,3.4797,3.4749,3.4848
347900,3.4797,3.4749,3.4848
348000,3.4797,3.4749,3.4848
348100,3.4797,3.475,3.4847
348200,3.4797,3.4748,3.4847
348300,3.4797,3.4748,3.4847
348400,3.4797,3.4748,3.4847
348500,3.4797,3.4747,3.4847
348600,3.4797,3.4748,3.4847
348700,3.4797,3.4749,3.4848
348800,3.4797,3.4749,3.4848
348900,3.4797,3.475,3.4848
349000,3.4797,3.475,3.4848
349100,3.4797,3.475,3.4848
349200,3.4797,3.475,3.4848
349300,3.4797,3.4751,3.4848
349400,3.4797,3.475,3.4848
349500,3.4797,3.475,3.4848
349600,3.4797,3.475,3.4849
349700,3.4797,3.4749,3.4848
349800,3.4797,3.4748,3.4849
349900,3.4797,3.4748,3.4851
350000,3.4797,3.4748,3.485
350100,3.4797,3.4748,3.485
350200,3.4797,3.4747,3.4852
350300,3.4797,3.4748,3.4852
350400,3.4797,3.4749,3.4851
350500,3.4797,3.4749,3.4851
350600,3.4797,3.475,3.4851
350700,3.4798,3.475,3.4851
350800,3.4798,3.4751,3.4851
350900,3.4798,3.4752,3.485
351000,3.4798,3.4752,3.485
351100,3.4798,3.4752,3.4851
351200,3.4798,3.4752,3.4852
351300,3.4798,3.4752,3.4852
351400,3.4798,3.4752,3.4851
351500,3.4798,3.4751,3.4851
351600,3.4798,3.475,3.4851
351700,3.4798,3.475,3.4852
351800,3.4798,3.4751,3.4851
351900,3.4798,3.475,3.4852
352000,3.4798,3.475,3.4852
352100,3.4798,3.4751,3.4853
352200,3.4798,3.4753,3.4853
352300,3.4798,3.4752,3.4853
352400,3.4798,3.4752,3.4852
352500,3.4798,3.4752,3.4852
352600,3.4798,3.4751,3.4852
352700,3.4798,3.4752,3.4852
352800,3.4798,3.4752,3.4852
352900,3.4798,3.4752,3.4851
353000,3.4798,3.4752,3.4852
353100,3.4798,3.4753,3.4852
353200,3.4798,3.4752,3.4851
353300,3.4798,3.4752,3.4851
353400,3.4798,3.4752,3.4852
353500,3.4798,3.4752,3.4852
353600,3.4798,3.4753,3.4853
353700,3.4798,3.4752,3.4853
353800,3.4798,3.4751,3.4852
353900,3.4798,3.4752,3.4852
354000,3.4798,3.4754,3.4852
354100,3.4798,3.4755,3.485
354200,3.4798,3.4755,3.4849
354300,3.4798,3.4755,3.4849
354400,3.4798,3.4756,3.4848
354500,3.4798,3.4756,3.4847
354600,3.4798,3.4757,3.4848
354700,3.4798,3.4756,3.4848
354800,3.4798,3.4756,3.4849
354900,3.4798,3.4756,3.4849
355000,3.4798,3.4756,3.4848
355100,3.4798,3.4755,3.4848
355200,3.4798,3.4755,3.4848
355300,3.4798,3.4754,3.4848
355400,3.4798,3.4754,3.4848
355500,3.4798,3.4754,3.4848
355600,3.4798,3.4753,3.4847
355700,3.4798,3.4754,3.4848
355800,3.4798,3.4755,3.4847
355900,3.4798,3.4755,3.4846
356000,3.4798,3.4756,3.4846
356100,3.4798,3.4756,3.4846
356200,3.4798,3.4757,3.4848
356300,3.4798,3.4756,3.4848
356400,3.4798,3.4756,3.4848
356500,3.4798,3.4755,3.4848
356600,3.4798,3.4754,3.4847
356700,3.4798,3.4754,3.4847
356800,3.4798,3.4755,3.4848
356900,3.4798,3.4755,3.4847
357000,3.4798,3.4755,3.4847
357100,3.4798,3.4755,3.4848
357200,3.4798,3.4754,3.4848
357300,3.4798,3.4753,3.4847
357400,3.4798,3.4753,3.4847
357500,3.4798,3.4753,3.4846
357600,3.4798,3.4754,3.4847
357700,3.4798,3.4755,3.4847
357800,3.4798,3.4754,3.4847
357900,3.4798,3.4753,3.4847
358000,3.4798,3.4754,3.4847
358100,3.4798,3.4754,3.4849
358200,3.4798,3.4754,3.4847
358300,3.4798,3.4753,3.4847
358400,3.4798,3.4753,3.4846
358500,3.4798,3.4752,3.4846
358600,3.4798,3.4752,3.4846
358700,3.4798,3.4753,3.4846
358800,3.4798,3.4754,3.4846
358900,3.4798,3.4754,3.4846
359000,3.4798,3.4753,3.4846
359100,3.4798,3.4754,3.4846
359200,3.4798,3.4753,3.4846
359300,3.4798,3.4752,3.4845
359400,3.4798,3.4753,3.4845
359500,3.4798,3.4754,3.4846
359600,3.4798,3.4754,3.4846
359700,3.4798,3.4753,3.4848
359800,3.4798,3.4753,3.4847
359900,3.4798,3.4752,3.4848
360000,3.4798,3.4752,3.4848
360100,3.4798,3.4753,3.4848
360200,3.4798,3.4753,3.4849
360300,3.4798,3.4752,3.4849
360400,3.4798,3.4752,3.4848
360500,3.4798,3.4751,3.4848
360600,3.4798,3.475,3.4848
360700,3.4798,3.4751,3.4848
360800,3.4798,3.4751,3.4848
360900,3.4798,3.475,3.4848
361000,3.4798,3.4751,3.4848
361100,3.4798,3.4752,3.4847
361200,3.4798,3.4751,3.4845
361300,3.4798,3.475,3.4845
361400,3.4798,3.475,3.4846
361500,3.4798,3.4749,3.4846
361600,3.4798,3.475,3.4844
361700,3.4798,3.475,3.4844
361800,3.4798,3.4749,3.4843
361900,3.4798,3.4749,3.4843
362000,3.4798,3.4749,3.4844
362100,3.4798,3.4751,3.4844
362200,3.4798,3.475,3.4844
362300,3.4798,3.4749,3.4844
362400,3.4798,3.4749,3.4844
362500,3.4798,3.4749,3.4843
362600,3.4798,3.4749,3.4842
362700,3.4798,3.4749,3.4843
362800,3.4798,3.4748,3.4844
362900,3.4798,3.4748,3.4844
363000,3.4798,3.4748,3.4844
363100,3.4798,3.4748,3.4843
363200,3.4798,3.4747,3.4843
363300,3.4798,3.4747,3.4843
363400,3.4798,3.4747,3.4843
363500,3.4798,3.4747,3.4844
363600,3.4798,3.4748,3.4844
363700,3.4798,3.4749,3.4844
363800,3.4798,3.4749,3.4844
363900,3.4798,3.4749,3.4844
364000,3.4798,3.475,3.4843
364100,3.4798,3.475,3.4844
364200,3.4798,3.475,3.4844
364300,3.4798,3.475,3.4843
364400,3.4798,3.4751,3.4843
364500,3.4798,3.475,3.4843
364600,3.4798,3.4749,3.4843
364700,3.4798,3.475,3.4844
364800,3.4798,3.475,3.4843
364900,3.4798,3.475,3.4843
365000,3.4798,3.4749,3.4843
365100,3.4798,3.475,3.4843
365200,3.4798,3.4751,3.4844
365300,3.4798,3.4751,3.4843
365400,3.4798,3.4751,3.4843
365500,3.4798,3.4751,3.4844
365600,3.4798,3.4752,3.4844
365700,3.4798,3.4751,3.4843
365800,3.4798,3.475,3.4843
365900,3.4798,3.475,3.4842
366000,3.4798,3.4751,3.4842
366100,3.4798,3.4752,3.4842
366200,3.4798,3.4752,3.4842
366300,3.4798,3.4753,3.4842
366400,3.4798,3.4752,3.4841
366500,3.4798,3.4752,3.4841
366600,3.4798,3.4751,3.4842
366700,3.4798,3.4752,3.4841
366800,3.4798,3.4751,3.4841
366900,3.4798,3.4751,3.4841
367000,3.4798,3.4751,3.4841
367100,3.4798,3.4752,3.4841
367200,3.4798,3.4752,3.484
367300,3.4798,3.4752,3.4839
367400,3.4798,3.4752,3.4838
367500,3.4798,3.4753,3.4838
367600,3.4798,3.4753,3.4839
367700,3.4798,3.4754,3.484
367800,3.4798,3.4754,3.4839
367900,3.4798,3.4755,3.484
368000,3.4798,3.4755,3.4838
368100,3.4798,3.4754,3.4838
368200,3.4799,3.4754,3.484
368300,3.4798,3.4753,3.4839
368400,3.4798,3.4753,3.4838
368500,3.4798,3.4754,3.484
368600,3.4798,3.4755,3.484
368700,3.4798,3.4755,3.484
368800,3.4798,3.4755,3.484
368900,3.4798,3.4756,3.484
369000,3.4798,3.4756,3.484
369100,3.4798,3.4756,3.4839
369200,3.4798,3.4756,3.4839
369300,3.4798,3.4756,3.4838
369400,3.4799,3.4756,3.4838
369500,3.4799,3.4756,3.4838
369600,3.4798,3.4755,3.4838
369700,3.4798,3.4756,3.4838
369800,3.4798,3.4754,3.4838
369900,3.4799,3.4756,3.4839
370000,3.4799,3.4756,3.4837
370100,3.4799,3.4756,3.4837
370200,3.4799,3.4757,3.4837
370300,3.4799,3.4757,3.4837
370400,3.4799,3.4756,3.4837
370500,3.4799,3.4756,3.4838
370600,3.4799,3.4756,3.4837
370700,3.4799,3.4756,3.4837
370800,3.4799,3.4757,3.4837
370900,3.4799,3.4757,3.4837
371000,3.4799,3.4758,3.4838
371100,3.4799,3.4758,3.4837
371200,3.4799,3.4757,3.4838
371300,3.4799,3.4757,3.4837
371400,3.4799,3.4758,3.4837
371500,3.4799,3.4758,3.4838
371600,3.4799,3.4758,3.4838
371700,3.4799,3.4758,3.4838
371800,3.4799,3.4759,3.4838
371900,3.4799,3.4759,3.484
372000,3.4799,3.4759,3.484
372100,3.4799,3.4758,3.484
372200,3.4799,3.4758,3.484
372300,3.4799,3.4758,3.4839
372400,3.4799,3.4758,3.484
372500,3.4799,3.4758,3.4839
372600,3.4799,3.4758,3.4839
372700,3.4799,3.4759,3.4838
372800,3.4799,3.4759,3.4839
372900,3.4799,3.476,3.4838
373000,3.4799,3.4759,3.4839
373100,3.4799,3.4758,3.4838
373200,3.4799,3.4758,3.4838
373300,3.4799,3.4757,3.4839
373400,3.4799,3.4758,3.4838
373500,3.4799,3.4758,3.484
373600,3.4799,3.4758,3.4838
373700,3.4799,3.4759,3.4838
373800,3.4799,3.4759,3.4838
373900,3.4799,3.4759,3.4838
374000,3.4799,3.476,3.4838
374100,3.4799,3.476,3.4839
374200,3.4799,3.476,3.4838
374300,3.4799,3.4759,3.4838
374400,3.4799,3.4758,3.4837
374500,3.4799,3.4759,3.4838
374600,3.4799,3.4758,3.4838
374700,3.4799,3.4759,3.4838
374800,3.4799,3.4759,3.4838
374900,3.4799,3.476,3.4839
375000,3.4799,3.476,3.484
375100,3.4799,3.476,3.484
375200,3.4799,3.4761,3.484
375300,3.4799,3.4761,3.4839
375400,3.4799,3.4761,3.4839
375500,3.4799,3.476,3.4839
375600,3.4799,3.476,3.4838
375700,3.4799,3.476,3.4838
375800,3.4799,3.4761,3.4837
375900,3.4799,3.476,3.4837
376000,3.4799,3.4761,3.4838
376100,3.4799,3.476,3.4836
376200,3.4799,3.476,3.4838
376300,3.4799,3.4759,3.4838
376400,3.4799,3.4759,3.4837
376500,3.4799,3.4759,3.4838
376600,3.4799,3.4758,3.4836
376700,3.4799,3.4759,3.4835
376800,3.4799,3.4759,3.4835
376900,3.4799,3.4759,3.4836
377000,3.4799,3.476,3.4836
377100,3.4799,3.476,3.4835
377200,3.4799,3.4759,3.4836
377300,3.4799,3.476,3.4836
377400,3.4799,3.476,3.4836
377500,3.4799,3.476,3.4836
377600,3.4799,3.476,3.4836
377700,3.4799,3.476,3.4836
377800,3.4799,3.476,3.4836
377900,3.4799,3.476,3.4836
378000,3.4799,3.476,3.4837
378100,3.48,3.476,3.4836
378200,3.48,3.4761,3.4836
378300,3.48,3.4761,3.4836
378400,3.48,3.4761,3.4836
378500,3.4799,3.4761,3.4836
378600,3.48,3.4762,3.4838
378700,3.48,3.4761,3.4838
378800,3.4799,3.4761,3.4838
378900,3.4799,3.4761,3.4838
379000,3.48,3.476,3.4838
379100,3.4799,3.476,3.4838
379200,3.4799,3.4761,3.4839
379300,3.48,3.4761,3.484
379400,3.48,3.4761,3.4838
379500,3.48,3.4761,3.4838
379600,3.4799,3.4761,3.4839
379700,3.4799,3.4761,3.4838
379800,3.4799,3.476,3.484
379900,3.4799,3.476,3.4841
380000,3.4799,3.4761,3.484
380100,3.4799,3.476,3.484
380200,3.4799,3.4759,3.484
380300,3.48,3.4759,3.484
380400,3.4799,3.4761,3.4839
380500,3.4799,3.476,3.484
380600,3.4799,3.476,3.484
380700,3.4799,3.4759,3.484
380800,3.4799,3.4759,3.484
380900,3.4799,3.4761,3.4841
381000,3.4799,3.4761,3.4841
381100,3.4799,3.4761,3.4841
381200,3.4799,3.476,3.4841
381300,3.4799,3.4759,3.484
381400,3.4799,3.4759,3.484
381500,3.4799,3.4759,3.4839
381600,3.4799,3.476,3.4838
381700,3.4799,3.4758,3.4838
381800,3.4799,3.4759,3.4838
381900,3.4799,3.4759,3.4839
382000,3.4799,3.476,3.4839
382100,3.4799,3.4761,3.4839
382200,3.4799,3.4761,3.4838
382300,3.4799,3.4761,3.4838
382400,3.4799,3.4761,3.4838
382500,3.4799,3.4761,3.4837
382600,3.4799,3.476,3.4837
382700,3.4799,3.4759,3.4836
382800,3.4799,3.4758,3.4836
382900,3.4799,3.4758,3.4837
383000,3.4799,3.4758,3.4836
383100,3.4799,3.4759,3.4836
383200,3.4799,3.4758,3.4836
383300,3.4799,3.4758,3.4836
383400,3.4799,3.4758,3.4836
383500,3.48,3.4757,3.4835
383600,3.4799,3.4757,3.4834
383700,3.4799,3.4757,3.4835
383800,3.48,3.4757,3.4834
383900,3.48,3.4757,3.4833
384000,3.48,3.4757,3.4834
384100,3.48,3.4758,3.4834
384200,3.4799,3.4757,3.4834
384300,3.4799,3.4758,3.4834
384400,3.4799,3.4758,3.4835
384500,3.4799,3.4759,3.4835
384600,3.4799,3.476,3.4835
384700,3.4799,3.4759,3.4835
384800,3.4799,3.4759,3.4835
384900,3.4799,3.4759,3.4835
385000,3.4799,3.476,3.4836
385100,3.4799,3.4759,3.4834
385200,3.4799,3.476,3.4834
385300,3.4799,3.476,3.4834
385400,3.4799,3.476,3.4834
385500,3.4799,3.476,3.4835
385600,3.4799,3.4763,3.4834
385700,3.4799,3.4763,3.4833
385800,3.4799,3.4763,3.4833
385900,3.4799,3.4764,3.4834
386000,3.4799,3.4764,3.4834
386100,3.4799,3.4764,3.4834
386200,3.48,3.4766,3.4834
386300,3.48,3.4765,3.4834
386400,3.48,3.4766,3.4834
386500,3.48,3.4766,3.4833
386600,3.48,3.4765,3.4833
386700,3.48,3.4765,3.4833
386800,3.48,3.4766,3.4832
386900,3.48,3.4766,3.4831
387000,3.48,3.4765,3.4832
387100,3.48,3.4765,3.4833
387200,3.48,3.4764,3.4833
387300,3.48,3.4765,3.4833
387400,3.48,3.4766,3.4833
387500,3.48,3.4766,3.4833
387600,3.48,3.4766,3.4834
387700,3.48,3.4766,3.4833
387800,3.48,3.4767,3.4833
387900,3.48,3.4767,3.4833
388000,3.48,3.4767,3.4834
388100,3.48,3.4767,3.4834
388200,3.48,3.4768,3.4836
388300,3.48,3.4768,3.4836
388400,3.48,3.4768,3.4836
388500,3.48,3.4768,3.4835
388600,3.48,3.4768,3.4835
388700,3.48,3.4767,3.4836
388800,3.48,3.4767,3.4836
388900,3.48,3.4768,3.4836
389000,3.48,3.4768,3.4836
389100,3.48,3.4769,3.4835
389200,3.48,3.4769,3.4835
389300,3.48,3.4769,3.4835
389400,3.48,3.4769,3.4836
389500,3.48,3.4769,3.4835
389600,3.48,3.477,3.4836
389700,3.48,3.477,3.4836
389800,3.48,3.4769,3.4836
389900,3.48,3.4769,3.4836
390000,3.48,3.4769,3.4836
390100,3.48,3.477,3.4836
390200,3.48,3.4769,3.4835
390300,3.4801,3.4771,3.4835
390400,3.4801,3.4771,3.4836
390500,3.4801,3.4772,3.4835
390600,3.4801,3.4772,3.4835
390700,3.4801,3.4771,3.4835
390800,3.4801,3.4771,3.4836
390900,3.4801,3.4771,3.4836
391000,3.4801,3.4771,3.4835
391100,3.4801,3.4771,3.4835
391200,3.4801,3.4772,3.4835
391300,3.4801,3.477,3.4835
391400,3.4801,3.4771,3.4834
391500,3.4801,3.477,3.4834
391600,3.4801,3.477,3.4833
391700,3.4801,3.4771,3.4834
391800,3.4801,3.4771,3.4833
391900,3.4801,3.4769,3.4833
392000,3.4801,3.477,3.4833
392100,3.4801,3.477,3.4832
392200,3.4801,3.477,3.4831
392300,3.4801,3.4771,3.4831
392400,3.4801,3.4771,3.4832
392500,3.4801,3.4771,3.4831
392600,3.4801,3.4771,3.4831
392700,3.4801,3.4771,3.4831
392800,3.4801,3.4769,3.4831
392900,3.4801,3.477,3.4832
393000,3.4801,3.4771,3.4832
393100,3.4801,3.4771,3.4831
393200,3.4801,3.4771,3.4831
393300,3.4801,3.4771,3.4832
393400,3.4801,3.4772,3.4832
393500,3.4801,3.4772,3.4831
393600,3.4801,3.4773,3.4832
393700,3.4801,3.4772,3.4832
393800,3.4801,3.4773,3.4831
393900,3.4801,3.4772,3.4831
394000,3.4802,3.4772,3.4832
394100,3.4802,3.4772,3.4832
394200,3.4802,3.4773,3.4832
394300,3.4802,3.4773,3.4831
394400,3.4802,3.4773,3.4831
394500,3.4802,3.4772,3.4832
394600,3.4802,3.4772,3.4831
