numsampled,0.97,lci,hci
105100,1419.05,1391,1449
105200,1419.59,1393,1449
105300,1420.11,1393,1450
105400,1420.56,1393,1452
105500,1421.05,1393,1452
105600,1421.51,1394,1453
105700,1421.94,1395,1453
105800,1422.37,1395,1454
105900,1422.81,1395,1454
106000,1423.3,1396,1454
106100,1423.71,1397,1454
106200,1424.37,1397,1454
106300,1424.83,1397,1455
106400,1425.4,1397,1457
106500,1425.8,1398,1457
106600,1426.28,1399,1457
106700,1426.77,1399,1457
106800,1427.07,1399,1457
106900,1427.51,1399,1457
107000,1427.87,1401,1457
107100,1428.21,1401,1457
107200,1428.7,1401,1458
107300,1429.14,1401,1459
107400,1429.84,1402,1460
107500,1430.29,1402,1460
107600,1430.74,1403,1461
107700,1431.26,1403,1463
107800,1431.73,1403,1463
107900,1432.14,1403,1463
108000,1432.53,1403,1464
108100,1433.04,1403,1464
108200,1433.55,1404,1464
108300,1434,1404,1464
108400,1434.4,1404,1464
